"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-07-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2526","인천광역시 남동구 만수동","1116-1","1116","0001","향촌휴먼시아2단지","84.9800","202506","21","38,900","-","7","개인","개인","2012","만수서로 36","-","중개거래","인천 남동구","-"
"2527","인천광역시 부평구 부평동","65-115","0065","0115","대우","84.4370","202506","21","41,800","-","4","개인","개인","1998","부흥로243번길 7","-","중개거래","인천 부평구","-"
"2528","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","84.9980","202506","21","34,900","-","1","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","-"
"2529","인천광역시 부평구 부평동","962","0962","0000","부평SKVIEW해모로","84.9825","202506","21","71,000","-","19","개인","개인","2023","동수천로 71","-","중개거래","인천 부평구","-"
"2530","인천광역시 부평구 부평동","982","0982","0000","중앙하이츠프리미어부평","74.8119","202506","21","48,500","-","20","개인","개인","2023","안남로15번길 24","-","중개거래","인천 부평구","-"
"2531","인천광역시 중구 중산동","1881-2","1881","0002","스카이시티자이","91.8393","202506","21","51,000","-","17","개인","개인","2018","하늘별빛로 111","-","중개거래","인천 중구","-"
"2532","인천광역시 중구 중산동","1889-2","1889","0002","영종국제도시화성파크드림","84.7363","202506","21","49,500","-","36","개인","개인","2019","하늘별빛로 112","-","중개거래","인천 중구","-"
"2533","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","95.4904","202506","21","63,700","-","25","개인","개인","2016","용정공원로 33","-","중개거래","인천 미추홀구","-"
"2534","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","84.9939","202506","21","55,400","-","14","개인","개인","2016","용정공원로 33","-","중개거래","인천 미추홀구, 인천 서구","-"
"2535","인천광역시 연수구 연수동","534","0534","0000","유천","84.8700","202506","21","32,500","-","5","개인","개인","1993","먼우금로 302","-","중개거래","인천 연수구","-"
"2536","인천광역시 연수구 연수동","534","0534","0000","유천","84.8700","202506","21","32,500","-","5","개인","개인","1993","먼우금로 302","-","중개거래","인천 연수구","-"
"2537","인천광역시 중구 중산동","1878-1","1878","0001","인천영종한양수자인","59.1270","202506","21","28,000","783","25","개인","개인","2012","은하수로 377","-","중개거래","인천 중구","25.07.15"
"2538","인천광역시 미추홀구 도화동","987","0987","0000","도화역금강펜테리움센트럴파크","59.5000","202506","21","36,600","-","22","개인","개인","2020","송림로257번길 6","-","중개거래","인천 미추홀구","-"
"2539","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","59.9440","202506","21","33,700","-","20","개인","개인","2007","매소홀로 340","-","중개거래","인천 미추홀구","-"
"2540","인천광역시 남동구 만수동","13","0013","0000","만수주공4단지","61.5200","202506","21","26,000","-","9","개인","개인","1987","백범로124번길 126","-","중개거래","인천 남동구","-"
"2541","인천광역시 남동구 만수동","17","0017","0000","만수주공5단지","49.9400","202506","21","20,000","-","10","개인","개인","1987","백범로124번길 127","-","중개거래","인천 남동구","-"
"2542","인천광역시 남동구 만수동","1123","1123","0000","하우스토리만수","59.9854","202506","21","35,800","-","15","개인","개인","2020","구월로372번길 90","-","중개거래","인천 남동구","-"
"2543","인천광역시 남동구 만수동","1114","1114","0000","벽산","84.9300","202506","21","33,000","-","22","개인","개인","2000","호구포로 924","-","중개거래","인천 남동구","-"
"2544","인천광역시 남동구 만수동","1115-1","1115","0001","포레시안","84.3500","202506","21","43,000","-","19","개인","개인","2011","만수서로 55","-","중개거래","인천 남동구","-"
"2545","인천광역시 연수구 옥련동","633","0633","0000","현대2차아파트","84.6000","202506","21","35,000","-","18","개인","개인","1995","독배로 58","-","중개거래","인천 연수구","-"
"2546","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","84.9767","202506","21","36,600","-","19","개인","개인","2007","매소홀로 340","20250628","중개거래","인천 미추홀구","-"
"2547","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","84.9767","202506","21","36,600","-","19","개인","개인","2007","매소홀로 340","-","중개거래","인천 미추홀구","-"
"2548","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","84.9357","202506","21","38,700","124","14","개인","개인","2007","매소홀로 340","-","중개거래","인천 미추홀구","25.07.03"
"2549","인천광역시 남동구 만수동","1115-1","1115","0001","포레시안","46.8900","202506","21","28,000","-","3","개인","개인","2011","만수서로 55","-","중개거래","인천 남동구","-"
"2550","인천광역시 연수구 연수동","533","0533","0000","연수주공2차","49.9400","202506","21","20,200","-","9","개인","개인","1992","원인재로 315","-","중개거래","인천 연수구","-"
"2551","인천광역시 연수구 연수동","634","0634","0000","우성2","59.5900","202506","21","36,000","217","6","개인","개인","1995","원인재로 180","-","중개거래","인천 연수구","25.07.18"
"2552","인천광역시 중구 운서동","2708-8","2708","0008","풍림아이원6-2단지","59.9919","202506","21","16,800","-","3","개인","개인","2002","신도시북로 68","-","중개거래","인천 중구","-"
"2553","인천광역시 미추홀구 학익동","719","0719","0000","동아풍림","144.6500","202506","21","39,000","-","5","개인","개인","1999","소성로 120","-","중개거래","인천 미추홀구","-"
"2554","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","133.8270","202506","21","67,500","-","7","개인","개인","2007","구월로 192","-","중개거래","인천 남동구","-"
"2555","인천광역시 남동구 구월동","24","0024","0000","롯데캐슬골드","84.8114","202506","21","54,400","-","11","개인","개인","2007","호구포로 803","-","중개거래","인천 남동구","-"
"2556","인천광역시 연수구 옥련동","633","0633","0000","현대2차아파트","84.6000","202506","21","36,400","-","12","개인","개인","1996","독배로 58","-","중개거래","인천 연수구","-"
"2557","인천광역시 연수구 옥련동","642-1","0642","0001","한국","59.9860","202506","21","22,800","-","1","개인","개인","1997","청량로199번길 29","-","중개거래","인천 연수구","-"
"2558","인천광역시 연수구 송도동","190-4","0190","0004","송도더샵센트럴시티","59.9700","202506","21","65,700","-","13","개인","개인","2018","송도국제대로 261","-","중개거래","인천 연수구","-"
"2559","인천광역시 연수구 송도동","18-5","0018","0005","송도더샵그린워크3차(17-1블럭)","84.7300","202506","21","75,000","-","11","개인","개인","2015","아트센터대로97번길 20","-","중개거래","인천 연수구","-"
"2560","인천광역시 연수구 송도동","312-1","0312","0001","호반써밋송도","84.8714","202506","21","67,000","-","28","개인","개인","2023","랜드마크로 20","-","중개거래","인천 연수구","-"
"2561","인천광역시 연수구 송도동","3-10","0003","0010","송도풍림아이원2단지","84.9400","202506","21","54,500","-","4","개인","개인","2005","해돋이로120번길 16","-","중개거래","인천 연수구","-"
"2562","인천광역시 연수구 송도동","315-1","0315","0001","송도SKVIEW","84.6932","202506","21","67,500","-","39","개인","개인","2019","랜드마크로 19","-","중개거래","인천 연수구","-"
"2563","인천광역시 연수구 송도동","110","0110","0000","송도더샵마스터뷰21BL","84.9200","202506","21","78,700","-","13","개인","개인","2015","컨벤시아대로274번길 55","-","중개거래","인천 서구, 인천 연수구","-"
"2564","인천광역시 연수구 송도동","315-1","0315","0001","송도SKVIEW","84.6932","202506","21","71,500","-","25","개인","개인","2019","랜드마크로 19","-","중개거래","인천 연수구","-"
"2565","인천광역시 연수구 송도동","311","0311","0000","랜드마크시티센트럴더샵","95.8548","202506","21","71,500","-","31","개인","개인","2020","랜드마크로 68","-","중개거래","인천 연수구","-"
"2566","인천광역시 연수구 송도동","102","0102","0000","송도더샵퍼스트파크F15BL","68.9600","202506","21","90,500","-","27","개인","개인","2017","컨벤시아대로252번길 30","-","중개거래","인천 연수구","-"
"2567","인천광역시 연수구 송도동","102","0102","0000","송도더샵퍼스트파크F15BL","68.7200","202506","21","92,500","-","38","개인","개인","2017","컨벤시아대로252번길 30","-","중개거래","인천 연수구","-"
"2568","인천광역시 연수구 송도동","190-2","0190","0002","글로벌캠퍼스푸르지오","115.9800","202506","21","89,500","-","5","개인","개인","2013","송도문화로28번길 28","-","중개거래","인천 연수구","-"
"2569","인천광역시 동구 송림동","347","0347","0000","엘에이치브리즈힐","59.9900","202506","21","30,400","-","2","개인","개인","2021","송림로162번길 9","-","중개거래","인천 동구","-"
"2570","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","83.7769","202506","21","49,000","-","26","개인","개인","2007","구월로 192","-","중개거래","인천 남동구","-"
"2571","인천광역시 연수구 송도동","192-8","0192","0008","베르디움더퍼스트","63.9029","202506","21","61,500","-","16","개인","개인","2017","송도문화로84번길 84","-","중개거래","인천 연수구","-"
"2572","인천광역시 연수구 송도동","319-1","0319","0001","e편한세상송도","70.3826","202506","21","54,400","-","27","개인","개인","2018","랜드마크로 113","-","중개거래","인천 연수구","-"
"2573","인천광역시 연수구 송도동","19-3","0019","0003","송도더샵그린워크3차(18-1블럭)","84.8900","202506","21","88,000","-","32","개인","개인","2015","컨벤시아대로130번길 100","-","중개거래","인천 연수구","-"
"2574","인천광역시 남동구 구월동","1136-3","1136","0003","위너스타워","37.1400","202506","21","14,000","-","10","개인","개인","2017","인주대로591번길 94","-","중개거래","인천 남동구","-"
"2575","인천광역시 남동구 구월동","1485","1485","0000","구월아시아드선수촌2단지","59.5700","202506","21","37,500","-","2","개인","개인","2015","선수촌공원로 96","-","중개거래","인천 남동구","-"
"2576","인천광역시 연수구 송도동","109","0109","0000","더샵송도프라임뷰20BL","70.9200","202506","21","72,000","-","12","개인","개인","2022","인천타워대로231번길 97","20250625","중개거래","인천 연수구","-"
"2577","인천광역시 연수구 송도동","312-1","0312","0001","호반써밋송도","101.8637","202506","21","70,000","-","17","개인","개인","2023","랜드마크로 20","20250624","중개거래","인천 연수구","-"
"2578","인천광역시 연수구 송도동","109","0109","0000","더샵송도프라임뷰20BL","70.9200","202506","21","72,000","-","12","개인","개인","2022","인천타워대로231번길 97","20250625","중개거래","인천 연수구","-"
"2579","인천광역시 연수구 송도동","15-2","0015","0002","더샵엑스포6단지","99.3121","202506","21","80,000","-","10","개인","개인","2009","컨벤시아대로42번길 96","-","중개거래","인천 연수구","-"
"2580","인천광역시 연수구 송도동","17-3","0017","0003","더샵그린워크2차","84.9859","202506","21","81,000","-","25","개인","개인","2014","아트센터대로97번길 15","-","중개거래","인천 연수구","-"
"2581","인천광역시 미추홀구 주안동","26-5","0026","0005","광명(4차)","64.6200","202506","21","14,500","라","4","개인","개인","1984","석정로348번길 15-48","-","중개거래","서울 영등포구, 인천 미추홀구","25.07.03"
"2582","인천광역시 미추홀구 주안동","1688","1688","0000","e편한세상주안에듀서밋","63.8830","202506","21","39,900","101동","8","개인","법인","2024","주승로 51","-","중개거래","인천 미추홀구","25.07.04"
"2583","인천광역시 미추홀구 주안동","1607","1607","0000","한신휴플러스","84.8300","202506","21","32,500","-","12","개인","개인","2006","승학길104번길 30","-","중개거래","인천 미추홀구","-"
"2584","인천광역시 미추홀구 주안동","126-1","0126","0001","주안애아파트","59.2300","202506","21","17,400","-","8","개인","개인","2016","주안로 119","-","중개거래","인천 남동구, 인천 미추홀구","-"
"2585","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(101~111,124~132)","84.9750","202506","21","45,500","-","14","개인","개인","2008","경원대로 884","-","중개거래","인천 미추홀구","-"
"2586","인천광역시 미추홀구 주안동","1621","1621","0000","관교한신휴플러스","84.9539","202506","21","38,000","-","20","개인","개인","2010","경원대로 717","-","중개거래","인천 미추홀구","-"
"2587","인천광역시 미추홀구 주안동","1606","1606","0000","진흥","59.9700","202506","21","24,900","-","4","개인","개인","1995","인하로298번길 33","-","중개거래","인천 미추홀구","-"
"2588","인천광역시 미추홀구 주안동","1628","1628","0000","주안역센트레빌","59.9813","202506","21","42,000","-","23","개인","개인","2021","염전로 414","-","중개거래","인천 미추홀구","-"
"2589","인천광역시 미추홀구 주안동","13-1","0013","0001","주안현대홈타운","78.7840","202506","21","29,500","-","1","개인","개인","2002","석정로351번길 12","-","중개거래","인천 미추홀구","-"
"2590","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","59.9600","202506","21","46,000","-","26","개인","개인","2023","인하로222번길 20","-","중개거래","인천 미추홀구","-"
"2591","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","84.8247","202506","21","58,750","-","9","개인","개인","2023","인하로222번길 20","-","중개거래","인천 미추홀구","-"
"2592","인천광역시 미추홀구 주안동","170-2","0170","0002","이안아파트","57.1100","202506","21","16,200","-","8","개인","개인","2015","석바위로80번길 6","-","중개거래","경기 부천시 오정구","-"
"2593","인천광역시 남동구 논현동","66-24","0066","0024","유호엔시티101-103동","96.3747","202506","21","37,800","-","12","개인","개인","2013","포구로 35","-","중개거래","인천 남동구","-"
"2594","인천광역시 연수구 송도동","110","0110","0000","송도더샵마스터뷰21BL","125.5100","202506","21","109,000","-","7","개인","개인","2015","컨벤시아대로274번길 55","-","중개거래","인천 연수구","-"
"2595","인천광역시 연수구 송도동","23-3","0023","0003","더샵센트럴파크1","125.6131","202506","21","120,000","-","10","개인","개인","2010","센트럴로 232","-","중개거래","인천 연수구","-"
"2596","인천광역시 연수구 송도동","315-1","0315","0001","송도SKVIEW","84.8146","202506","21","76,500","-","23","개인","개인","2019","랜드마크로 19","-","중개거래","인천 연수구","-"
"2597","인천광역시 남동구 논현동","749-1","0749","0001","논현센트럴뷰","59.8400","202506","21","42,000","403","7","개인","개인","2014","논고개로68번길 34","-","중개거래","인천 남동구","25.06.27"
"2598","인천광역시 남동구 간석동","938-1","0938","0001","어울림마을","84.9600","202506","21","43,200","-","21","개인","개인","2005","석산로 138","-","중개거래","인천 남동구","-"
"2599","인천광역시 연수구 송도동","192-8","0192","0008","베르디움더퍼스트","84.9572","202506","21","72,000","-","19","개인","개인","2017","송도문화로84번길 84","-","중개거래","인천 연수구","-"
"2600","인천광역시 연수구 송도동","103","0103","0000","송도더샵파크애비뉴","59.5300","202506","21","85,500","-","20","개인","개인","2018","컨벤시아대로252번길 10","-","중개거래","인천 연수구","-"
"2601","인천광역시 연수구 송도동","397-8","0397","0008","힐스테이트레이크송도2차","84.9600","202506","21","60,000","205동","4","개인","개인","2020","아카데미로 446","-","중개거래","인천 연수구","25.07.09"
"2602","인천광역시 연수구 송도동","2-12","0002","0012","성지리벨루스","84.5860","202506","21","59,500","-","9","개인","개인","2006","신송로6번길 7","-","중개거래","인천 연수구","-"
"2603","인천광역시 연수구 송도동","315-1","0315","0001","송도SKVIEW","84.6541","202506","21","73,000","-","21","개인","개인","2019","랜드마크로 19","-","중개거래","인천 연수구","-"
"2604","인천광역시 남동구 논현동","749-1","0749","0001","논현센트럴뷰","59.5800","202506","21","45,000","-","25","개인","개인","2014","논고개로68번길 34","-","중개거래","인천 남동구","-"
"2605","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","84.9171","202506","21","48,000","-","15","개인","개인","2022","참외전로 268","-","중개거래","인천 미추홀구","-"
"2606","인천광역시 남동구 논현동","751-1","0751","0001","인천 소래논현구역 C10블록 에코메트로 3차 더 타워","117.3180","202506","21","55,500","-","23","개인","개인","2013","소래역남로 40","-","중개거래","인천 남동구","-"
"2607","인천광역시 남동구 논현동","757-1","0757","0001","에코메트로7","84.9460","202506","21","51,000","-","22","개인","개인","2010","에코중앙로 163","-","중개거래","인천 남동구","-"
"2608","인천광역시 연수구 송도동","312-1","0312","0001","호반써밋송도","101.8637","202506","21","70,000","106동(공동주택)","17","개인","개인","2023","랜드마크로 20","-","중개거래","인천 연수구","25.07.16"
"2609","인천광역시 남동구 논현동","603-1","0603","0001","휴먼시아동산마을","84.6000","202506","21","40,000","-","14","개인","개인","2006","소래역로 119","-","중개거래","인천 남동구","-"
"2610","인천광역시 남동구 논현동","756-1","0756","0001","에코메트로6","84.9860","202506","21","57,000","-","17","개인","개인","2010","아암대로1503번길 98","-","중개거래","인천 남동구","-"
"2611","인천광역시 남동구 간석동","893-1","0893","0001","우성","54.5200","202506","21","23,250","-","6","개인","개인","1990","방축로 501","-","중개거래","인천 남동구","-"
"2612","인천광역시 남동구 간석동","935","0935","0000","풍림아이원","59.8620","202506","21","31,800","-","16","개인","개인","2004","석산로 35","-","중개거래","인천 미추홀구","-"
"2613","인천광역시 연수구 송도동","19-7","0019","0007","송도자이하버뷰2단지","101.7000","202506","20","55,000","205","10","개인","개인","2011","컨벤시아대로130번길 32","-","직거래","-","25.06.20"
"2614","인천광역시 부평구 십정동","182-95","0182","0095","대주파크빌","84.5030","202506","20","33,500","-","18","개인","개인","2001","마장로 49","-","중개거래","인천 부평구","-"
"2615","인천광역시 연수구 연수동","576","0576","0000","태산","84.5600","202506","20","33,000","-","10","개인","개인","1993","먼우금로 282","-","중개거래","인천 연수구","-"
"2616","인천광역시 연수구 연수동","533","0533","0000","연수주공2차","49.9400","202506","20","18,500","-","2","개인","개인","1992","원인재로 315","-","중개거래","인천 연수구","-"
"2617","인천광역시 남동구 구월동","1133","1133","0000","현대홈타운","36.0680","202506","20","13,200","-","7","개인","개인","2015","예술로226번길 28","-","중개거래","인천 부평구","25.06.20"
"2618","인천광역시 남동구 구월동","24","0024","0000","롯데캐슬골드","83.7769","202506","20","53,500","-","33","개인","개인","2007","호구포로 803","-","중개거래","인천 남동구","-"
"2619","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","59.9000","202506","20","42,800","-","8","개인","개인","2007","구월로 192","-","중개거래","인천 남동구","-"
"2620","인천광역시 연수구 동춘동","921","0921","0000","동춘마을","59.3000","202506","20","24,500","209","1","개인","개인","1994","먼우금로 123","-","중개거래","인천 연수구","25.07.21"
"2621","인천광역시 연수구 동춘동","928","0928","0000","현대1","84.9700","202506","20","46,500","-","4","개인","개인","1993","원인재로 56","-","중개거래","인천 연수구","-"
"2622","인천광역시 남동구 서창동","540","0540","0000","서해그랑블","59.9945","202506","20","30,400","101","9","개인","개인","2008","독곡로48번길 9","-","중개거래","인천 남동구","25.07.23"
"2623","인천광역시 남동구 서창동","685","0685","0000","이편한세상서창","84.9200","202506","20","50,400","-","24","개인","개인","2017","서창남순환로 9","-","중개거래","인천 남동구","-"
"2624","인천광역시 남동구 서창동","699","0699","0000","서창퍼스트뷰(7단지)","59.9400","202506","20","33,000","-","17","개인","개인","2012","서창남순환로 190-15","-","중개거래","인천 남동구, 인천 미추홀구","-"
"2625","인천광역시 남동구 서창동","699","0699","0000","서창퍼스트뷰(7단지)","84.4100","202506","20","41,600","-","12","개인","개인","2012","서창남순환로 190-15","-","중개거래","인천 남동구","-"
"2626","인천광역시 중구 중산동","1887-1","1887","0001","영종하늘도시한라비발디","115.4255","202506","20","50,000","926","23","개인","개인","2012","하늘별빛로 86","-","중개거래","인천 중구","25.07.22"
"2627","인천광역시 중구 중산동","1878-1","1878","0001","인천영종한양수자인","59.1006","202506","20","29,500","-","29","개인","개인","2012","은하수로 377","-","중개거래","인천 중구","-"
"2628","인천광역시 중구 중산동","1871-1","1871","0001","e편한세상영종국제도시센텀베뉴","98.0425","202506","20","59,800","-","2","개인","개인","2023","하늘달빛로 139","-","중개거래","인천 중구","-"
"2629","인천광역시 중구 중산동","1887-1","1887","0001","영종하늘도시한라비발디","115.4255","202506","20","51,000","-","14","개인","개인","2012","하늘별빛로 86","-","중개거래","인천 중구","-"
"2630","인천광역시 남동구 간석동","774-8","0774","0008","팬더","46.4400","202506","20","9,400","나","4","개인","개인","1988","경인로742번길 46","-","중개거래","인천 남동구","25.07.11"
"2631","인천광역시 남동구 서창동","560-2","0560","0002","임광그대가","84.9900","202506","20","40,300","-","8","개인","개인","2007","장아산로 158","-","중개거래","인천 남동구","-"
"2632","인천광역시 중구 운남동","1779","1779","0000","영종센트럴푸르지오자이","74.8393","202506","20","39,200","-","4","개인","개인","2019","은하수로 412","-","중개거래","인천 중구","-"
"2633","인천광역시 중구 운남동","1779","1779","0000","영종센트럴푸르지오자이","64.6430","202506","20","37,500","-","21","개인","개인","2019","은하수로 412","-","중개거래","인천 중구","-"
"2634","인천광역시 중구 운남동","1550","1550","0000","영종자이","167.8677","202506","20","52,000","106","12","개인","개인","2009","운남서로 7","-","직거래","-","25.06.25"
"2635","인천광역시 부평구 부평동","962","0962","0000","부평SKVIEW해모로","36.0986","202506","20","29,700","-","11","개인","개인","2023","동수천로 71","-","중개거래","인천 부평구","-"
"2636","인천광역시 부평구 부평동","962","0962","0000","부평SKVIEW해모로","59.9750","202506","20","55,500","-","16","개인","개인","2023","동수천로 71","-","중개거래","인천 부평구","-"
"2637","인천광역시 중구 운서동","3104-1","3104","0001","운서SKVIEWSkycity","77.0014","202506","20","44,000","-","19","개인","개인","2022","흰바위로 203","20250623","중개거래","인천 중구","-"
"2638","인천광역시 중구 운서동","3104-1","3104","0001","운서SKVIEWSkycity","77.0014","202506","20","44,000","-","19","개인","개인","2022","흰바위로 203","-","중개거래","인천 중구","-"
"2639","인천광역시 중구 운서동","2788-6","2788","0006","영종주공스카이빌10단지","59.6400","202506","20","24,700","-","1","개인","개인","2001","흰바위로 34","-","중개거래","인천 중구","-"
"2640","인천광역시 연수구 옥련동","641-1","0641","0001","태평","84.7400","202506","20","28,800","-","6","개인","개인","1997","한나루로193번길 16","-","중개거래","인천 연수구","-"
"2641","인천광역시 연수구 옥련동","626","0626","0000","럭키송도","84.7650","202506","20","31,500","114","15","개인","개인","1993","능허대로79번길 30","-","중개거래","인천 연수구","25.07.25"
"2642","인천광역시 연수구 송도동","19-5","0019","0005","송도푸르지오하버뷰","127.1238","202506","20","122,000","-","23","개인","개인","2011","컨벤시아대로130번길 80","-","중개거래","인천 연수구","-"
"2643","인천광역시 연수구 송도동","18-6","0018","0006","더샵그린워크1차","101.9294","202506","20","92,000","-","15","개인","개인","2014","아트센터대로97번길 30","-","중개거래","인천 연수구","-"
"2644","인천광역시 연수구 송도동","100","0100","0000","송도더샵퍼스트파크F13-1BL","68.9600","202506","20","84,800","-","25","개인","법인","2017","컨벤시아대로252번길 70","-","중개거래","인천 연수구","-"
"2645","인천광역시 연수구 송도동","18-6","0018","0006","더샵그린워크1차","59.9201","202506","20","65,900","-","24","개인","개인","2014","아트센터대로97번길 30","-","중개거래","인천 연수구","-"
"2646","인천광역시 연수구 송도동","191-2","0191","0002","송도글로벌파크베르디움","63.9721","202506","20","72,000","-","13","개인","개인","2017","송도문화로28번길 27","-","중개거래","인천 연수구","-"
"2647","인천광역시 연수구 송도동","155","0155","0000","송도아메리칸타운아이파크","64.1680","202506","20","63,500","-","30","개인","개인","2018","송도과학로27번길 15","-","중개거래","인천 연수구","-"
"2648","인천광역시 연수구 송도동","149","0149","0000","롯데캐슬캠퍼스타운","84.5780","202506","20","77,000","-","34","개인","개인","2016","송도과학로27번길 55","-","중개거래","인천 연수구","-"
"2649","인천광역시 연수구 송도동","312-1","0312","0001","호반써밋송도","84.8714","202506","20","66,300","-","41","개인","개인","2023","랜드마크로 20","-","중개거래","인천 연수구","-"
"2650","인천광역시 연수구 송도동","16-8","0016","0008","송도더샵그린애비뉴7단지","101.9444","202506","20","89,000","-","13","개인","개인","2012","컨벤시아대로42번길 35","-","중개거래","인천 연수구","-"
"2651","인천광역시 연수구 송도동","310-1","0310","0001","송도오션파크베르디움","75.9833","202506","20","60,000","-","37","개인","개인","2020","랜드마크로 110","-","중개거래","인천 연수구","-"
"2652","인천광역시 연수구 송도동","155","0155","0000","송도아메리칸타운아이파크","84.4661","202506","20","80,000","-","39","개인","개인","2018","송도과학로27번길 15","-","중개거래","인천 연수구","-"
"2653","인천광역시 연수구 송도동","191-2","0191","0002","송도글로벌파크베르디움","63.9721","202506","20","72,500","-","21","개인","개인","2017","송도문화로28번길 27","-","중개거래","인천 연수구","-"
"2654","인천광역시 연수구 송도동","3-46","0003","0046","아이파크송도","101.8545","202506","20","75,000","-","4","개인","개인","2005","해돋이로6번길 7","-","중개거래","인천 연수구","-"
"2655","인천광역시 연수구 송도동","20-23","0020","0023","송도푸르지오월드마크2단지","137.5470","202506","20","78,000","-","9","개인","개인","2010","컨벤시아대로 60","-","중개거래","인천 연수구","-"
"2656","인천광역시 연수구 송도동","3-44","0003","0044","송도한진해모로","123.1909","202506","20","73,700","-","7","개인","개인","2006","해돋이로6번길 33","-","중개거래","인천 연수구","-"
"2657","인천광역시 연수구 송도동","192-8","0192","0008","베르디움더퍼스트","63.9487","202506","20","59,950","-","29","개인","개인","2017","송도문화로84번길 84","-","중개거래","인천 연수구","-"
"2658","인천광역시 연수구 송도동","190-4","0190","0004","송도더샵센트럴시티","84.9700","202506","20","81,800","-","10","개인","개인","2018","송도국제대로 261","-","중개거래","인천 연수구","-"
"2659","인천광역시 연수구 송도동","9-31","0009","0031","송도웰카운티1단지","119.9100","202506","20","86,500","-","3","개인","개인","2008","해송로 143","-","중개거래","인천 연수구","-"
"2660","인천광역시 연수구 송도동","102","0102","0000","송도더샵퍼스트파크F15BL","84.9000","202506","20","112,000","1505","29","개인","개인","2017","컨벤시아대로252번길 30","-","중개거래","인천 연수구","25.07.11"
"2661","인천광역시 연수구 송도동","23-3","0023","0003","더샵센트럴파크1","106.9262","202506","20","104,000","103","27","개인","개인","2010","센트럴로 232","-","중개거래","인천 연수구","25.07.23"
"2662","인천광역시 남동구 만수동","17","0017","0000","만수주공5단지","32.3900","202506","20","13,700","504","10","개인","개인","1987","백범로124번길 127","-","중개거래","인천 남동구","25.06.27"
"2663","인천광역시 남동구 만수동","1049","1049","0000","담방마을","49.9200","202506","20","15,000","107","14","개인","개인","1994","매소홀로 1030","-","직거래","-","25.06.23"
"2664","인천광역시 남동구 만수동","46","0046","0000","만수주공3단지","53.8500","202506","20","28,300","-","2","개인","개인","1986","백범로124번길 16","-","중개거래","인천 남동구","-"
"2665","인천광역시 남동구 만수동","1115-1","1115","0001","포레시안","84.9300","202506","20","44,200","-","4","개인","개인","2011","만수서로 55","-","중개거래","인천 남동구","-"
"2666","인천광역시 미추홀구 용현동","627-534","0627","0534","신창미션힐","59.8510","202506","20","28,500","-","8","개인","개인","2004","매소홀로 171","-","중개거래","인천 미추홀구","-"
"2667","인천광역시 남동구 논현동","577","0577","0000","풍림","85.0000","202506","20","29,500","-","12","개인","개인","2000","청능대로718번길 7","-","중개거래","인천 남동구, 인천 미추홀구","-"
"2668","인천광역시 남동구 논현동","563-2","0563","0002","동보","109.8600","202506","20","35,500","-","14","개인","개인","1999","남동대로370번길 122","-","중개거래","인천 남동구","-"
"2669","인천광역시 남동구 논현동","757-1","0757","0001","에코메트로7","84.9920","202506","20","50,000","-","3","개인","개인","2010","에코중앙로 163","-","중개거래","인천 남동구","-"
"2670","인천광역시 남동구 논현동","600-9","0600","0009","주공13단지(푸르내마을)","59.5700","202506","20","29,700","-","13","개인","개인","2006","포구로 98","-","중개거래","인천 남동구","-"
"2671","인천광역시 남동구 논현동","618-1","0618","0001","논현신일해피트리","101.8720","202506","20","51,000","-","10","개인","개인","2007","은봉로 288","-","중개거래","인천 남동구","-"
